"tmp_study_case_id";"bme_name";"description"
"36";"Energy Performance/ Sustainability Certificate or Standards";"In 2011, the Government set a new threshold (Performance Energy Building Requirement to the Passive Concept for all constructions) requirements for energy performance and interior climate of buildings, aiming at standards comparable to the passive concept for new buildings allocated to housing, schools, and office and service activities for 2015.  This was later adopted by Brussels in 2015."
"36";"Climate-Change Mitigation Plans or Carbon Reduction Goals";"Belgium has communicated an indicative energy efficiency target for 2020: 18 percent primary energy savings and 9 percent reduction in final energy. Brussels has set a 30 percent reduction of domestic greenhouse gas emissions by 2025. The Belgian National Programme for Reducing CO2 Emissions calls for strengthening the thermal insulation of new buildings through the mandatory adoption of the K55 insulation standard in the residential and tertiary sector of the three regions. Before a building permit can be issued, the calculation of the K ratio is checked by the regional administration of town planning."
"36";"Energy Efficiency Ordinance/Directive/Decree";"The Energy Performance of Buildings Directive (EPBD) from the European Union obliges Member States to ensure that all new buildings be NZEB by end of 2020, and all new public buildings to reach this standard two years earlier. In addition, Member States shall draw up national plans reporting on their plans for increasing the number of NZEB, definition of NZEB, and policies/measures in order to stimulate the transformation of buildings refurbished into NZEB. The legislation aims to improve the energy performance of buildings in the EU, taking into account various climatic and local conditions. It sets out minimum requirements and a common methodology."
"36";"Public Grant";"1.	Action 19 : Pursue and improve support for the investment in “energy subsidies”
2.	Action 21 : Pursuing and reinforcing aid for “green certificate” production
3.	Action 22 : Provide special guidance and financing for at-risk populations
4.	Action 23 : Improve support to the non-residential sectors via the financial incentive  policy.
5.	Action 17 : Support market development toward construction of buildings with nearly zero-energy consumption thanks to “Exemplary Buildings”.
6.	Action 13 : Establish an energy services company that acts in financing the third-party investor system for buildings of the municipalities and other regional authorities.
7.	Known as ""exemplary buildings"", winning applications receive a maximum of EUR 1 million. They also benefit from technical support provided by the region to meet their stringent energy and environmental targets. In 2009, EUR 5 million were available to distribute amongst winning applicants."
"36";"Technical Assistance and Capacity Building";"The Brussels-Capital Region provides a free advice service through energy Facilitators, assigned the task of advising corporate bodies and institutions in their approach to improving the energy performances of their property and activities. Brussels has developed a network of facilitators and advisors for professionals. These experts introduce professionals to technical innovations in the areas of energy and eco-design. These specialists are selected through calls for tenders."
"36";"Concessional Loan";"Continuation and general implementation of the financial help “loan with a reduced rate”."
"37";"Public Campaigns and Awareness Programs";"Under the Turkish National Climate Change Action Plan, students are engaged in a variety of exercises that highlight the impacts of climate change on natural resources and agriculture. Schools are also being outfitted with modern technology to help curb energy intensity."
"37";"Integrated design including passive design";"1.	Integrated building design approaches and principles used under the UNDP-Promoting Energy Efficiency in Buildings Project to construct the first sustainable, green and energy efficient public buildings in the region (e.g. “Sincan-Etimesgut Departments of Land Registry and Cadastre Office Building”, Eryaman Cezeri Green Technology High School Campus).
2.	Increase Renewable Energy Use in Buildings: Developing a feasibility report format to assess the cost effectiveness of renewable energy in buildings.
3.	Making new arrangements to ensure use of renewable energy in buildings (e.g. introducing maximum energy demand and carbon dioxide emission limitations, imposing administrative sanctions)."
"37";"Building Certification";"Requires monitoring and registering Energy Performance Certificates given to existing and new buildings by the Ministry of Environment and Urbanization, inspecting the implementation of the Building Energy Performance Regulation and other energy efficiency practices through random inspections."
"37";"Energy Performance Auditing";"Develop a method for periodic inspection of the mechanic systems of buildings (central heating systems, HVAC systems), making designations for inspections and carrying out inspections."
"37";"National Government";"Ministry of Environment and Urbanization, Ministry for EU Affairs, Energy Market Regulatory Authority."
"37";"Climate-Change Mitigation Plans or Carbon Reduction Goals";"The National Climate Change Strategy for Turkey was approved by the Higher Planning Council in 2010. Building-specific objectives include: effective implementation of the regulation on energy performance in buildings, developing instruments that will provide the necessary financial support regarding energy efficiency, the issuance of energy performance certificates to all new buildings until 2017, and generating at least 20% of the annual energy demand of new buildings from renewable sources by 2017."
"37";"Pilot Programs";"UNDP’s Promoting Energy Efficiency in Buildings in Turkey Project aims to improve:
a.	Energy efficiency in new and existing buildings by revising, enhancing and improving enforcement of building energy performance standards;
b.	Cost-effective energy efficiency solutions showcased by introducing and adapting an Integrated Building Design Approach (IBDA) in Turkey and demonstrating the concept in three new buildings;
c.	New tools developed and introduced to facilitate compliance with higher energy efficiency standards and promote best energy management practices;
-	Project results integrated into standard practice in the building sector by monitoring, quantifying and sharing the results with the relevant stakeholders."
"37";"Energy Performance/Sustainability Certificate or Standards";"1.	The Turkish Ministry of Environment and Urbanization requires buildings to meet minimum performance criteria and standards concerning design, heat insulation, heating and cooling systems, and energy use.
2.	TS 825 Thermal Insulation Regulations for Buildings are rules of heat insulation for reduction energy consumption in buildings that are new or retrofitted, including commercial and housing. The standard is obligatory by the ministry for all new buildings built after June 14 2000.
3.	Regulation on Energy Performance in Buildings provides that buildings with more than 2000 m² of usable space shall be equipped with a central heating system, and especially for buildings with more than 20,000 m² ways to use renewable energy and cogeneration facilities."
"37";"Multilateral Grant";"UNDP Core Resources Fund:  $60,000 for the Global Environment Facility (GEF) Project."
"37";"Donation";"- $700,000
- 	Ministry of Public Works and Settlement (MoPWS): $3,000,000
- Housing Development Administration (TOKI): $3,600,000."
"37";"Vertical Funds";"Global Environment Facility (GEF) is a $2,620,000 vertical fund used for the construction works for “Sincan-Etimesgut Departments of Land Registry and Cadastre Office Building”, which it is financed by MoEU. MoNE and construction works started on February 2015 have completed tendering processes for Eryaman Cezeri Green Technology High School Campus."
"37";"Multilateral Loan";"The Turkish Private Sector Sustainable Energy Finance Facility is a framework operation with up to $265 million (USD). Under the operation, credit lines will be provided by the European Bank for Reconstruction and Development’s Sustainable Energy Initiative to eligible commercial banks for on-lending to private sector borrowers for energy efficiency and small-scale renewable energy investments. Borrowers may be eligible for low-interest loans of up to €5 million to implement energy-saving projects."
"37";"Co-financing";"The committed co-financing for the construction of the demo buildings increased from 4.5 Million USD to approximately 20 Million USD."
"38";"Heating, Ventilation, and Air-Conditioning (HVAC) Systems";"Boilers/heating system, cooling installations, and ventilation systems complying with energy consumption standards."
"38";"Pollution Safeguards";"The policy prevents developers from using hazardous materials and substances in construction."
"38";"Certification";"Enables buildings to acquire a LEED Certification."
"38";"Cost-saving";"Sweden has numerous taxes on energy and harmful effluents. An energy tax is levied on most fuels based on their energy content. A carbon tax applies to the residential, transport, and space heating sectors, 96% of which comes from oil usage. Sweden has increased the carbon tax from 21% to 30% in 2010, and is planning to increase it again to 60% to achieve the national energy saving targets."
"38";"Building Certification";"Property owners must engage a qualified and/or accredited expert to certify buildings. Administered by Boverket, the National registry of energy certification is a database that enables property owners to keep a record of certification, experts to view their work, and for the Boverket to monitor compliance."
"38";"Energy Performance Auditing";"Inspections and assessment of boilers/heating system, cooling installations, and ventilation systems."
"38";"National Government";"Passed the energy Declaration of Buildings Act to adopt the EU directive on building efficiency. The National Board of Housing, Building, and Planning develops and supervises building efficiency regulations."
"38";"Local Government";"The City of Stockholm has developed numerous climate-mitigation plans, and undertaken energy efficiency initiatives."
"38";"Building/Energy Efficiency or Environmental Plans/Initiatives";"The Stockholm Environment Program 2012 to 2015  is a City-made regulatory document specifying measures for buildings under following action areas:
1.	Goods and Buildings free of Dangerous Substances:
a)	Emissions of dangerous substances from buildings and facilities will be reduced: When designating land and drawing up development agreements for production of buildings and facilities, the City will demand that the property owner can show documentation regarding environmentally tested goods after finished construction of the building/facility.
b)	Proportion of environmentally certified buildings will be increased: The City is planning for extensive new building projects and renovations, for example coming upgrades to the Million Programme. The interim target means that the City will try using environmental certification as a method for ensuring that the City’s buildings arrive at a high standard health wise and environmentally
2.	Sustainable use of Energy:
a)	In new buildings on land designated by the City, energy use will be at the most 55 kWh/m2.
b)	The City will strive to reduce emissions of greenhouse gases to a maximum of 3.0 tons of CO2e per inhabitant of Stockholm: Energy use in the building stock across the city needs to be reduced by 5 percent through energy efficiency measures.
c)	Sustainable use of land and water: All buildings to be designed with future climate changes in mind, with sufficient dimensions for coping with forceful rains and intensive periods of precipitation."
"38";"Climate-Change Mitigation Programs or Carbon Reduction Goals";"Roadmap for a fossil fuel-free Stockholm 2050."
"38";"District Energy";"The City of Stockholm has recently inaugurated a biomass powered combined heat and power (CHP) plant for district heating in the city, which it jointly owns with Fortum, a private company. The district heating system is expected to significantly reduce annual emissions."
"38";"Regulations for Energy Certification and Declaration";"Regulations for Energy Certification/Declaration of Buildings have been issued by Boverket, the National Board of Housing, Building and Planning, supervised by the city government .
1.	National system for Energy Declaration of Buildings (BED) managed by Boverket, launched in 2007 to operate in conjunction with the Building code and Regulations for Compulsory Control of Ventilation systems.
2.	The summary of the Energy declaration is the most visible aspect of the BED. This document assigns an energy performance label to residential and non-residential buildings and records the energy performance of the building, the reference values of similar new buildings and an interval with reference to similar existing buildings of comparable age, heating system, and geographic/climatic aspects. There are two reference values, one comparing with the demands in the building code for new buildings, and one compiled from the statistical values from the national energy statistics.
3.	All public-use (non-residential) buildings have to prominently display their energy certificate."
"38";"Energy Efficiency Ordinance/Directive/Decree";"EU’s 2010 Energy Performance of Buildings Directive -The EU adopted the Energy Performance of Buildings Directive (EPDB-1) in 2002 as a part of its commitment to reduce GHG emissions under the Kyoto Protocol . By 2007, the EU had committed to more stringent targets and a revised EPDB, reflecting these targets was subsequently adopted in 2010. Requirements related to new buildings under the new directive are as under:
1.	Energy performance certificates are to be included in all advertisements for the sale or rental of buildings.
2.	EU countries must establish inspection schemes for heating and air conditioning systems or put in place measures with equivalent effect.
3.	All new buildings must be nearly zero energy buildings by 31 December 2020 (public buildings by 31 December 2018).
4.	EU countries must set minimum energy performance requirements for new buildings, for the major renovation of buildings and for the replacement or retrofit of building elements (heating and cooling systems, roofs, walls, etc.)
5.	EU countries have to draw up lists of national financial measures to improve the energy efficiency of buildings."
"38";"Green Building/Energy Efficiency Act";"Sweden implemented the EPDB via the Energy Declaration of Buildings Act, which came into force in 2006 .
1.	Created and defined the operational rules for the System for Energy and Indoor Air Quality Certification of Buildings.
2.	Regulations for regular inspection of air conditioners.
3.	Revision of the Building Code to set levels for energy use that may not be exceeded. New construction to limit energy use through low heat losses, low cooling requirements, and efficient heating, cooling and electricity usage. The building's energy use is defined as the energy supplied over the course of an average year for heating, cooling, hot water, the operation of installations such as pumps and fans, as well as other electricity needs other than those for operations or household appliances .
4.	All new buildings applying for a building permit after January 1, 2009 to have an energy certificate after two years of use"
"38";"Building Codes/Energy Codes";"Sweden’s 2009 ‘Integrated Climate and Energy Policy (ICEP)’  introduced the goal of increasing energy efficiency in buildings by 20% in 2020 and 50% in 2050.
1.	In order to support these targets, the building code has rigorous energy requirements for both, new buildings and retrofits. Energy efficiency target (for 2020) for non-residential buildings is 50-70 kWh/sq.m depending on climatic zone (non-electric heating), and 30-50 kWh/sq.m depending on climate zone (electric heating).
2.	Action plan for Energy Efficiency: Implemented by the Swedish Energy Agency (also aims to meet requirements of the European Energy Services Directive), initiatives include introducing requirements for individual electricity and hot water metering in new buildings and refurbishments."
"39";"Heating, Ventilation, and Air-Conditioning (HVAC) Systems";"Minimum Indoor Air Quality Performance, Environmental Tobacco Smoke Control."
"39";"Renewable Energy Equipment";"Modern Grid to qualify for Green Building Credits."
"39";"Water Management Systems";"Indoor and outdoor water use reduction, building-level water metering. Groundwater Recharge to qualify for Green Building Credits."
"39";"Refrigeration Systems";"Fundamental refrigerant management."
"39";"Building Materials";"Storage and collection of Recyclables."
"39";"Certification";"Meeting the requirements outlined by Article 37 enables buildings to acquire a LEED Certification."
"39";"Integrated design including passive design";"An outdoor construction management plan and integrated pest management plan is required. Historic Preservation, and modern mobility may be integrated in the design to qualify for Green Building Credits."
"39";"Development Review and Permitting";"Large Project Review Undertaken by Boston Redevelopment Authority (BRA) under Article 80. IGBC Review undertaken by Interagency Green Building Committee (IGBC) under Article 37. The Inspectional Services Department (ISD) issues building Permits and Certificates of Occupancy based on the IGBC Review under Article 37."
"39";"Construction Waste Management + Pollution Reduction";"Construction and Demolition Waste Management Planning. Construction Activity Pollution prevention for LEED certification. Retrofit of all diesel construction vehicles to qualify for Green Building Credits."
"39";"Energy Performance Auditing";"Building audits"
"39";"Local Government";"City of Boston Department of Environment, Energy and Open space, Boston Redevelopment Authority"
"39";"Climate-Change Mitigation Plans or Carbon Reduction Goals";"Boston Climate Action Plan 2014 ‘Greenovate Boston’: 3-Year plan to reduce GHG emissions and prepare for impacts of climate change. Building efficiency strategies a major component of two of the five sections."
"39";"Solar Schemes";"Solar Boston: Program supported by the U.S. Department of Energy’s Solar America Initiative, to increase the installation of solar power systems on Boston rooftops."
"39";"Green Building Certification/Rating Policy or Requirement";"Article 37 of the Boston Zoning Code deals with Green Buildings and the Boston Climate Change Preparedness and Resiliency Policy and Checklist. It requires all large-scale projects to meet LEED certification standards set forth by the U.S. Green Building Council. Also contains provisions to award Boston Green Building Credits (BGBCs), to projects upon completion."
"39";"Development Review/Permitting Regulations";"Article 80 deals with ‘Large Project Review’, and applies to projects that add at least 50,000 square feet of gross floor area. Review assesses project impact on aspects such as traffic and parking, environmental protection (wind, shadow, noise, etc.), the design character of the area, historic buildings, and infrastructure systems – such as water, sewer, and electricity."
"39";"Zoning Codes";"The city has implemented its building efficiency regulations by amending the zoning code to include requirements for Green Building Certification, and Development Review."
"39";"Energy Efficiency Ordinance/Directive/Decree";"Building Energy Reporting and Disclosure Ordinance (BERDO): Requires large and medium-sized buildings to report their annual energy and water use to the city of Boston. Every five years, buildings need to complete an energy assessment or energy action."
"39";"Reduced Permitting Fees";"Reduction in Building Permit Fees for building owners implementing solar photovoltaic rooftops."
"39";"Green Building Credits";"Green Building Credits awarded under Article 37 can be calculated towards achieving a LEED Certification."
"40";"Heating, Ventilation, and Air-Conditioning (HVAC) Systems";"Energy efficient HVAC equipment."
"40";"Lighting";"Lighting fixture and controls as per specified standards."
"40";"Renewable Energy Equipment";"Solar PV for power and heating."
"40";"Refrigeration Systems";
"40";"Sustainable Landscaping";"Permeable Pavements and Green Roofs to comply with the Stormwater Code."
"40";"Miscellaneous Equipment";"Metering, plug load controls, transformers, and motors."
"40";"Building Envelope";"Requirements for roofs, walls, windows, etc. to control heat loss and air leakage."
"40";"Cost-saving";"Lower energy and water bills from energy efficient appliances."
"40";"Certification";"Enables buildings to acquire a LEED Certification."
"40";"Energy Performance Auditing";"Energy performance tracking."
"40";"Local Government";"Department of Construction & Inspections, Office of Sustainability and Environment, Seattle Public Utilities, and Seattle City Light."
"40";"Climate-Change Mitigation Plan or Carbon Reduction Goals";"Seattle Climate Action Plan (CAP) includes both short and long-term actions that will provide the information, assistance and mandates to improve the performance of existing buildings and build new buildings to higher standards."
"40";"District Energy";"The City completed a study to evaluate the neighborhoods in Seattle where district energy is likely to be most promising. Based on the key findings and recommendations, the City is pursuing a strategy to expand district energy in those areas."
"40";"Regulations for Construction Activities";"Regulations for Construction & Demolition (C&D) Waste include requirements such as landfill disposal bans on readily recyclable C&D materials, C&D processing facility certification, and submittal of Waste Diversion reports by permitted projects."
"40";"Green Building Certification/Rating Policy or Requirement";"The city has a Sustainable Buildings and Sites Policy that requires all new City-owned building projects having an area of 5,000 sq.ft or higher to achieve minimum LEED Gold standard as well as key performance requirements for energy and water efficiency, waste diversion and bicycle facilities."
"40";"Energy Efficiency Ordinance/Directive/Decree";"1.	Under the City of Seattle Energy Benchmarking and Reporting Program 2010 (Ordinance) owners of non-residential and multifamily buildings 20,000 square feet or greater in area are required to track energy performance through the U.S. EPA’s Portfolio Manager, to report annually to the City and to provide an energy disclosure report, upon request, to tenants, buyers or other qualified parties .
2.	Seattle Green Factor Ordinance is a scoring-based requirement for landscapes, required in certain parts of Seattle to help increase the quantity and improve the quality of urban landscaping in new developments."
"40";"Building Codes/Energy Codes";"The Seattle Energy Code 2015 regulates energy-use features of new and remodeled buildings, including:
1.	Building Envelope: requirements for roofs, walls, windows, etc. to control heat loss and air leakage.
2.	Heating, Ventilation and Air Conditioning (HVAC): efficiency for heating and cooling equipment.
3.	Water Heating equipment efficiency and controls.
4.	Lighting: Number and type of lighting fixtures and controls.
5.	Metering, plug load controls, transformers, motors, and renewable energy."
"40";"Zoning Codes";"Seattle has modified its zoning code over the years to incentivize new developments meeting minimum LEED Silver certification requirements, and more recently projects aiming to meet the Living Building Challenge or Seattle’s Deep Green criteria with additional floor area, relaxation of building height regulations, and land use departures through an Incentive Zoning Ordinance."
"40";"Infrastructure Codes";"The City of Seattle’s Stormwater Code requires projects to implement green storm water infrastructure to the maximum extent feasible. GSI examples include permeable pavement, bio retention facilities, and green roofs."
"40";"Utility Rebates";"Seattle City Light provides rebates supporting energy conservation in new construction and existing buildings. Seattle Public Utilities has rebates for potable water reductions and for rainwater collection, as well as reduced fees for storm water reduction systems."
"40";"Expedited Permitting";"Faster building permit reviews and processing to encourage sustainable development are available for projects meeting green building standards and minimum energy efficiency, water conservation and waste reduction thresholds."
"40";"Floor Area (FAR) Bonus";"LEED Silver or Gold certification is a minimum requirement to access additional floor area in certain zones. Higher floor area ratio or density is allowed for projects in low-rise multifamily zones that meet green building standards."
"40";"Land Use Departures";"Land use departures are available for projects aiming to meet the Living Building Challenge or Seattle’s Deep Green criteria."
"41";"Heating, Ventilation, and Air-Conditioning (HVAC) Systems";"Energy efficient HVAC systems."
"41";"Lighting";"Energy efficient lighting fixtures."
"41";"Plumbing Fixtures and Fittings";
"41";"Renewable Energy Equipment";"Rooftop Solar PV, Solar Heating System"
"41";"Water Management Systems";"Wastewater recycling, rainwater harvesting, sewage effluent recycling, and primary effluent treatment."
"41";"Waste Management Systems";"Segregation of Waste, Organic Waste Management"
"41";"Sustainable Landscaping";"Reduction of hardscape."
"41";"Structural and Interior Elements";"Provision of cavity walls, atriums, shading devices, etc."
"41";"Certification";"Enables buildings to acquire an energy efficiency certification."
"41";"Development Review and Permitting";"Submit energy consumption/audit at the time of sanction of building plans."
"41";"National Government";"The Ministry of Power (National), and the Bureau of Energy Efficiency (BEE) are national agencies."
"41";"State/Local Government";"The Delhi Government (State/Local), and Delhi Development Authority (DDA) (State/Local) are state and local agencies."
"41";"Climate-Change Mitigation Plans or Carbon Reduction Goals";"India’s National Action Plan on Climate Change 2008 outlines eight initiatives (missions) as action-areas to tackle climate change, one of which is the National Mission on Sustainable Habitat . This mission calls for energy efficiency in buildings through the Energy Conservation Building Code (ECBC)."
"41";"City Development Plan";"The Ministry of Urban Development issued guidelines in 2003 for the preparation of the Delhi Master Plan 2021. Prepared by the Delhi Development Authority (DDA), the plan was approved by the Ministry in 2007. The Master Plan incorporates several innovations for the development of the National Capital Region (NCR). A critical reform has been envisaged in the prevailing land policy and facilitating public-private partnerships. The DDA modified the plan in 2014 to include regulations to incentivize green buildings . Development in plots exceeding 3000 sq.m would be eligible for 1% to 4% extra ground coverage and FAR, given as an incentive by the local bodies, depending upon the provisions made from the ones specified. In exceptional cases 5% incentive may be permitted. These incentives shall be based on the rating criteria prescribed by ‘Green Rating for Integrated Habitat Assessment' (GRIHA) for green buildings . Specified Green Building provisions include:
1.	Wastewater recycling
2.	Promoting groundwater recharge through rainwater harvesting, etc.
3.	Recycling sewage effluent
4.	Utilities such as, underground water storage tank, rooftop water harvesting, etc. to be provided within the plot.
5.	All hospitals, commercial, industrial, hotels, restaurants, auto workshops, etc. to make arrangements for primary effluent treatment within the plot.
6.	Provide ESS and generator, and submit energy consumption/audit at the time of sanction of building plans.
7.	Provision of cavity walls, atriums, shading devices.
8.	Solar heating system to be provided on all plots with roof area of 300 sqm and above."
"41";"Long-term City Vision Plan";"Delhi’s 12th Five Year Plan calls on the construction industry to work with the Bureau of Energy Efficiency to establish green building guidelines based on a number of factors including environmental impact, indoor environmental quality, community issues, sustainable building sites, and energy efficiency. The Government of the National Capital Territory of Delhi has promised that during the period of the 12th Five Year plan, concrete steps will be taken to support green building. Delhi’s Construction Industry Development Council (CIDC) is taking the lead in establishing guidelines promoting green construction practices. CIDC is working with the Building Construction Authority of Singapore to implement a Green Mark for Buildings rating system based on India’s climate and environment."
"41";"Development Review/Permitting Regulations";"Modified after a period of 30 years, and jointly developed by the DDA and Delhi Urban Arts Commission (DUAC), the DDA Unified Building Byelaws 2016 incorporate features to make the building plan sanction process simple, smart and easy. New design and safety provisions include provisions for inclusive and sustainable 'green' urban development. Provisions for green buildings are applicable on all plots more than 100 sq. m in size. Number and type of provisions to be complied with are based on plot area and specified in the byelaws . The provisions comprise of strategies for:
1.	Water Conservation and Management
2.	Solar Energy Utilization
3.	Energy Efficiency
4.	Waste Management
In case owners of properties desire to procure green building ratings from one or more rating bodies such as LEED or GRIHA, they may suitably incorporate any other provisions if required and additional incentive FAR as per Master Plan of Delhi 2021 may be availed."
"41";"Energy, Environment, and Climate Acts";"The Indian Parliament passed the Energy Conservation Act 2001 in September 2001. This Act requires large energy consumers to adhere to energy consumption norms; new buildings to follow the Energy Conservation Building Code; and appliances to meet energy performance standards and to display energy consumption labels. The Act also created the Bureau of Energy Efficiency to implement the provisions of the Act."
"41";"Building Codes/Energy Codes";"The Energy Conservation Building Code (ECBC) was developed by the Bureau of Energy Efficiency (BEE) for new commercial buildings, and launched in 2007.  ECBC sets minimum energy standards for commercial buildings having a connected load of 100kW or contract demand of 120 KVA and above. While the Central Government has powers under the EC Act 2001, the state governments have the flexibility to modify the code to suit local or regional needs and notify them. Presently, the code is in voluntary phase of implementation."
"41";"Floor Area (FAR) Bonus";"1% to 4% extra FAR, given as an incentive by the local bodies, depending on the provisions made from the ones specified in the Delhi Master Plan 2021. Five percent incentive may be granted in exceptional cases."
"41";"Plot Coverage Incentive";"1% to 4% extra ground area coverage, given as an incentive by the local bodies, depending on the provisions made from the ones specified in the Delhi Master Plan 2021. Five percent incentive may be granted in exceptional cases."
"42";"Heating, Ventilation, and Air-Conditioning (HVAC) Systems";"Energy efficient air-conditioning equipment. Natural and mechanical ventilation systems."
"42";"Lifts & Escalators";"Standards for efficient lift and escalator equipment."
"42";"Lighting";"Day lighting and efficient artificial lighting."
"42";"Renewable Energy Equipment";"Encourage the application of renewable energy sources in buildings."
"42";"Water Management Systems";"Water efficient fittings, water usage and leak detection, Stormwater management, water consumption of cooling towers."
"42";"Building Envelope";"Thermal performance of building envelope."
"42";"Pollution Safeguards";"Developers are incentivized to reduce pollution from construction activities."
"42";"Certification";"The regulation enables the building to have a green certification."
"42";"Public Campaigns and Awareness Programs";"Singapore has made substantial funding available to develop the capabilities of the construction industry in energy efficient design and technology."
"42";"Integrated design including passive design";"Climate responsive passive design."
"42";"Development Review and Permitting";"The Green Mark score needs to be above 50 points to get the building plans approved."
"42";"Construction Waste Management + Pollution Reduction";"Implement funds to support the reduction of noise pollution during the construction process and to develop capabilities of the industry in adopting sustainable construction methods and materials."
"42";"National Government";"Building and Construction Authority, Urban Redevelopment Authority, Inter-Ministerial Committee on Sustainable Development (IMCSD), and the National Environment Agency"
"42";"Building/Energy Efficiency or Environmental Plans/Initiatives";"The city has launched three master plans since 2006. Initially the plan looked to certify green buildings to industry capability as well as research & development.  In 2009, the masterplan was reformulated with a focus on existing buildings to bring them to Green Mark Standards. The third Green Building Masterplan aims to achieve three strategic goals, including Continued Leadership, Wider Collaboration and Engagement, and Proven Sustainability Performance."
"42";"Green Building Certification/Rating Policy or Requirement";"The City’s Building Control (Environmental Sustainability) Regulations, passed in 2008, apply to all new building works with gross floor area of 2000 sq. m or more. The regulation requires a minimum environmental sustainability standard, which is equivalent to the “Green Mark Certified Level” for new buildings and existing ones that undergo major retrofitting. Public sector buildings with air-conditioned floor areas 5000 square meters or more are required to achieve Green Mark Platinum certification. The Green Mark Certification for non-residential buildings is the fifth edition of an internationally recognized green building rating system tailored for the tropical climate. It sets parameters and indicators to guide the design, construction and operation of buildings towards increased effectiveness and enhanced environmental performance."
"42";"Green Building/ Energy Efficiency Act";"The Building and Construction Authority (BCA) has enhanced the Building Control Act and put in place the Building Control (Environmental Sustainability) Regulations to promote building efficiency."
"42";"Public Grant";"1.	A $20 million Green Mark Incentive Scheme for New Buildings was launched in 2006 offering cash incentives to developers, building owners, project architects and M&E engineers who achieved at least a Green Mark Gold rating or higher in the design and construction of new buildings. The scheme was so popular that by 2010, the fund had been fully committed.
2.	A $5 million Green Mark Incentive Scheme for Design Prototype provides funding for the engagement of Environmentally Sustainable Design (ESD) consultants to conduct collaborative design workshops and assist in simulation studies to optimize the design of green buildings.
3.	The 3P Partnership Fund is a grant administered by the National Environment Agency (NEA). It aims to encourage organizations and companies from the People, Private and Public (3P) sectors to work together to develop innovative and sustainable environmental initiatives that promote environmental ownership amongst the local community.
4.	The Quieter Construction Fund (QCF) is a funding scheme to support Singapore-registered companies to adopt the use of quieter construction equipment, noise control equipment and encourage innovative solutions to mitigate noise and hence, reduce the impact of construction noise on sensitive premises to achieve a quieter living environment."
"42";"Floor Area (FAR) Bonus";"The Green Mark Gross Floor Area Incentive Scheme Developed by BCA and Urban Redevelopment Authority (URA), allows building owners of new private developments to apply for additional floor area if their development achieves the Green Mark Platinum or Gold Plus rating."
"42";"Technical Assistance and Capacity Building";"As part of BCA’s initiatives to drive sustainable construction, a new $15 million Sustainable Construction Capability Development Fund (SC Fund) has been set up to develop capabilities of the industry in adopting sustainable construction methods and materials. The SC Fund will focus on developing capabilities in recycling of waste arising from the demolition of buildings and in the use of recycled materials for construction. This is in line with the Inter-Ministerial Committee on Sustainable Development’s (IMCSD) goals to mitigate impact to the environment by boosting our resource efficiency through waste minimization and recycling."
